institution;country;production;year
Centre Africain d'Études Supérieures en Gestion;Senegal;9;2018
Kostanai State Pedagogical University;Kazakhstan;10;2018
Uttar Pradesh Rajarshi Tandon Open University;India;2;2018
Hochschule der Bildenden Künste Saar;Germany;2;2018
International Political Science Association;Canada;2;2018
Bilad Alrafidain University College;Iraq;2;2018
Université numérique Cheikh Hamidou KANE;Senegal;6;2018
éklore-ed School of Management;France;4;2018
Akrokerri College of Education;Ghana;4;2018
Universidad Tecnologica de Ciudad Juarez;Mexico;8;2018
Fukuyama Heisei University;Japan;4;2018
Academy of Engineering Sciences;Sudan;5;2018
Missouri Valley College;United States;1;2018
Walters State Community College;United States;4;2018
Gadsden State Community College;United States;0;2018
Duchy College;United Kingdom;3;2018
Yamano College of Aesthetics;Japan;2;2018
University of Saint Katherine;United States;7;2018
Velez College;Philippines;5;2018
Cottey College;United States;7;2018
Artsakh State University;Azerbaijan;2;2018
Universitas Soerjo Ngawi;Indonesia;3;2018
Lincoln University - California;United States;1;2018
Universidad Madero;Mexico;6;2018
Jāzeps Vītols Latvian Academy of Music;Latvia;4;2018
IT Step University;Ukraine;13;2018
Union Christian College;Philippines;10;2018
Université de Moundou;Chad;2;2018
Zionsville Community High School;United States;3;2018
Britannia Royal Naval College;United Kingdom;1;2018
Wayne County Public Schools;United States;1;2018
University of Arkansas Community College at Hope;United States;9;2018
Eugeniusz Geppert Academy of Art and Design in Wroclaw;Poland;9;2018
Pskov State Pedagogical Institute;Russia;1;2018
École Supérieure d'Art du Nord-Pas-de-Calais;France;2;2018
Universidad Fray Luca Paccioli;Mexico;5;2018
Delta College of Science and Technology;Sudan;0;2018
Accra College of Education;Ghana;1;2018
Enchi College of Education;Ghana;7;2018
Massasoit Community College;United States;9;2018
Quinsigamond Community College;United States;2;2018
Finlandia University;United States;4;2018
Baiko Gakuin University;Japan;1;2018
Capital Community College;United States;2;2018
Northwest Florida State College;United States;2;2018
Auburn School District;United States;4;2018
San Bernardino Valley College;United States;2;2018
Grantham University;United States;4;2018
Honolulu Community College;United States;2;2018
The Culinary Institute of America;United States;4;2018
Randall University;United States;2;2018
Universidad José Antonio Páez;Venezuela;10;2018
Instituto Universitario Escuela Superior de Economía y Administración de Empresas;Argentina;9;2018
Higher Institute of Mining, Industry and Geology;Niger;3;2018
Royal Centre for Remote Sensing;Morocco;3;2018
North Caucasian State Humanitarian Technological Academy;Russia;13;2018
Russian Islamic University;Russia;10;2018
Universitas Mochammad Sroedji Jember;Indonesia;2;2018
Siberian Law Institute of Russian Federal Drug Control Service;Russia;0;2018
Broome-Tioga Board of Cooperative Educational Services;United States;1;2018
Vision International University;United States;4;2018
International Max Planck Research School for Advanced Methods in Process and Systems Engineering;Germany;19;2018
Nara Prefectural University;Japan;1;2018
Arkalyk State Pedagogical Institute named after Ibrai Altynsarin;Kazakhstan;1;2018
Bryan College of Health Sciences;United States;3;2018
Sri Venkatesa Perumal College of Engineering and Technology;India;7;2018
Instituto Tecnológico de Úrsulo Galván;Mexico;7;2018
Southwestern Adventist University;United States;5;2018
Reaseheath College;United Kingdom;0;2018
Kilgore College;United States;4;2018
Nahda College;Sudan;6;2018
Scott Community College;United States;1;2018
University of Bahr El-Ghazal;South Sudan;5;2018
Glion Institute of Higher Education;Switzerland;0;2018
Zetech University;Kenya;4;2018
Seirei Women's Junior College;Japan;0;2018
Markfield Institute of Higher Education;United Kingdom;1;2018
Cuttington University;Liberia;3;2018
Eastern Gateway Community College;United States;0;2018
Watkins College of Art Design and Film;United States;1;2018
Tokyo College of Welfare;Japan;1;2018
Université de Technologie et de Sciences Appliquées Libano-Française;Lebanon;11;2018
Jazeera University;Somalia;2;2018
Finance and Economics Institute of Tajikistan;Tajikistan;1;2018
Linn Benton Community College;United States;4;2018
Universidad Santa Paula;Costa Rica;7;2018
Universidad del Golfo de México;Mexico;4;2018
Dalanj University;Sudan;6;2018
Kumamoto Prefectural Educaiton Center;Japan;0;2018
University of Brain Education;South Korea;7;2018
Centro Universitário Unirondon;Brazil;4;2018
Southwest Educational Development Center;United States;0;2018
Community of Mediterranean Universities;Italy;3;2018
Instituto Superior de Ciências e Tecnologia de Moçambique;Mozambique;1;2018
Universidad de Norteamérica;Mexico;2;2018
Okinawa Christian University;Japan;2;2018
Instituto Superior de Saúde do Alto Ave;Portugal;2;2018
Turkana University College;Kenya;1;2018
PGP College of Engineering and Technology;India;5;2018
Imam Khomeini Marine Science University;Iran;0;2018
Evidence In Motion;United States;2;2018
Offinso College of Education;Ghana;3;2018
Instituto Tecnológico Superior de Huatusco;Mexico;7;2018
All Hallows College;Ireland;2;2018
Murray State College;United States;2;2018
Tongwon University;South Korea;6;2018
Elizabethtown Community and Technical College;United States;0;2018
Kokusai Gakuin Saitama Junior College;Japan;0;2018
University of North Carolina School of the Arts;United States;1;2018
Kathmandu College of Management;Nepal;1;2018
Venerable English College;Italy;1;2018
Australian Film, Television and Radio School;Australia;1;2018
Barclay College;United States;1;2018
Yokohama Soei University;Japan;6;2018
Saint Petersburg Institute of International Economic Relations, Economics and Law;Russia;6;2018
South Gloucestershire and Stroud College;United Kingdom;4;2018
Royal Conservatory The Hague;The Netherlands;8;2018
School of Social Work Roshni Nilaya;India;15;2018
Pine Technical and Community College;United States;0;2018
National University of Management;Cambodia;8;2018
TecMilenio University;Mexico;6;2018
Kobe Shukugawa Gakuin University;Japan;0;2018
Kobe University of Future Health Sciences;Japan;5;2018
Loyalist College;Canada;1;2018
Zambian Open University;Zambia;9;2018
Walton County School District;United States;15;2018
Merz Akademie;Germany;0;2018
University of Caloocan City;Philippines;2;2018
NTI University;The Netherlands;6;2018
Wyższa Szkoła Zarządzania w Częstochowie;Poland;4;2018
International Academy of Business and Management;Russia;10;2018
Catholic University of Angola;Angola;2;2018
Minsk Regional Institute of Education Development;Belarus;2;2018
Institut Universitaire Polytechnique de Mongo;Chad;9;2018
Universitas Pawyatan Daha Kediri;Indonesia;2;2018
Fujisawa Institute of Technology High School;Japan;2;2018
Nobel International Business School;Ghana;1;2018
Pratap University;India;1;2018
Herkimer College;United States;0;2018
John A. Logan College;United States;1;2018
Mount Ida College;United States;2;2018
Toccoa Falls College;United States;15;2018
Truett-McConnell College;United States;7;2018
Hachinohe Gakuin Junior College;Japan;0;2018
CEVRO Institute;Czechia;1;2018
University of the Nations;United States;3;2018
Bishkek Humanities University;Kyrgyzstan;7;2018
University System of New Hampshire;United States;0;2018
Royal Swedish Academy of Engineering Sciences;Sweden;0;2018
Sacred Heart Seminary and School of Theology;United States;6;2018
Bushnell University;United States;1;2018
St. Charles Community College;United States;5;2018
Budapest University of Jewish Studies;Hungary;2;2018
Georgian Institute of Public Affairs;Georgia;1;2018
Cégep de Baie-Comeau;Canada;2;2018
Kansai Women's College;Japan;1;2018
Loyola University of Congo;DR Congo;3;2018
Nizhny Novgorod Institute of Management and Business;Russia;4;2018
Warsaw University of Technology Business School;Poland;3;2018
Instituto Universitario Anglo Español;Mexico;4;2018
Universidad del Norte de Nicaragua;Nicaragua;13;2018
Universidad Psicología Industrial Dominicana;Dominican Republic;3;2018
Heisei International University;Japan;3;2018
Chameli Devi Institute of Pharmacy;India;2;2018
Azerbaijan Cooperation University;Azerbaijan;1;2018
Komenda College of Education;Ghana;2;2018
Harford Community College;United States;2;2018
Massachusetts Bay Community College;United States;4;2018
Gateway Community College;United States;3;2018
Oklahoma City Community College;United States;0;2018
LDS Business College;United States;7;2018
Turtle Mountain Community College;United States;1;2018
Oblate School of Theology;United States;0;2018
Folsom Lake College;United States;1;2018
Westminster Seminary California;United States;4;2018
Shukutoku Junior College;Japan;1;2018
Tulsa Public Schools;United States;0;2018
College of Allied Medical Science Akita University;Japan;0;2018
Trinity Lutheran College;United States;2;2018
Episcopal Academy;United States;2;2018
Higher School of National Economy in Kutno;Poland;2;2018
National University of Music Bucharest;Romania;1;2018
Universidad para la Cooperación Internacional;Costa Rica;3;2018
Re-shaping Development Institute;South Korea;3;2018
Rattana Bundit University;Thailand;2;2018
Compton Community College District;United States;2;2018
Grupo Ibmec Educacional;Brazil;3;2018
C.T. de Wit Graduate School for Production Ecology and Resource Conservation;The Netherlands;1;2018
Dolnośląska Wyższa Szkoła Przedsiębiorczości i Techniki w Polkowicach;Poland;0;2018
Keio Shiki Senior High School;Japan;2;2018
Skyline High School;United States;2;2018
Woodbrooke;United Kingdom;6;2018
Kyushu Lutheran College;Japan;2;2018
Moscow Institute of Modern Business;Russia;3;2018
Kazakh-American Free University;Kazakhstan;3;2018
Universidad ISA;Dominican Republic;3;2018
Fundación Universitaria del Espinal;Colombia;12;2018
Institut de Technologie Agroalimentaire;Canada;0;2018
Centro Universitario en Periodismo y Publicidad;Mexico;3;2018
Academy of Social Education;Russia;1;2018
Universidad Contemporánea;Mexico;4;2018
International University in Geneva;Switzerland;1;2018
Universidad Internacional Para el Desarrollo Sostenible;Nicaragua;6;2018
Napata College;Sudan;2;2018
Mingachevir State University;Azerbaijan;2;2018
Universidad Tecnológica de Tecamachalco;Mexico;0;2018
Universidad Tecnológica de Tehuacán;Mexico;4;2018
Nan Tien Institute;Australia;43;2018
Concord University College Fujian Normal University;China;5;2018
Chemeketa Community College;United States;1;2018
College of the Redwoods;United States;0;2018
Southern Technical College;United States;1;2018
Osaka Tokiwakai Junior College;Japan;4;2018
Halesowen College;United Kingdom;5;2018
South West College;United Kingdom;3;2018
Discovery Programme;Ireland;4;2018
Lackland Independent School District;United States;6;2018
Columbia College of Nursing;United States;4;2018
Shigakukan University;Japan;1;2018
Osaka College of Social Health and Welfare;Japan;5;2018
Calderdale College;United Kingdom;1;2018
Nara Saho College;Japan;1;2018
Ikuei Junior College;Japan;7;2018
Lexington School for the Deaf;United States;0;2018
Ueno Gakuen University;Japan;2;2018
Gutenberg College;United States;2;2018
Mesoamerican University;Guatemala;4;2018
Universidad del Istmo;Panama;3;2018
Comprehensive Autism and related Disabilities Education and Training;Nigeria;3;2018
Islamic Azad University, Firuzabad Branch;Iran;4;2018
William Howard Taft University;United States;0;2018
Gakushuin Primary School;Japan;4;2018
Ryazan Institute of Management and Law;Russia;7;2018
American School of Doha;Qatar;0;2018
Moscow State Institute of Music named after A.G. Schnittke;Russia;2;2018
Visoka Škola za Informacijske Tehnologije Zagreb;Croatia;7;2018
Landwirtschaftliche Fachschule Tulln;Austria;1;2018
Albuquerque Academy;United States;0;2018
Universidad Internacional de la Integración de América Latina;Nicaragua;2;2018
University of Puerto Rico at Aguadilla;Puerto Rico;3;2018
Gaston Day School;United States;2;2018
Unity University College;Ethiopia;2;2018
Dnepropetrovsk State Institute of Physical Culture and Sport;Ukraine;5;2018
Latin American University of Science and Technology;Panama;1;2018
Akademia e Studimeve Albanologjike;Albania;21;2018
Purdue University in Indianapolis;United States;4;2018
STKIP Paris Barantai;Indonesia;1;2018
Universidad Tecnológica de la Selva;Mexico;5;2018
Instituto Tecnológico de Lázaro Cárdenas;Mexico;7;2018
Instituto Tecnológico Superior de Huauchinango;Mexico;1;2018
Haskell Indian Nations University;United States;1;2018
Virginia Western Community College;United States;2;2018
Dunwoody College of Technology;United States;1;2018
Big Bend Community College;United States;4;2018
Richard Bland College;United States;4;2018
Jawaharlal Nehru Architecture and Fine Arts University;India;5;2018
Havering College of Further and Higher Education;United Kingdom;0;2018
Universidad Tecnológica del Sureste de Veracruz;Mexico;11;2018
Sudan Childhood Diabetes Association;Sudan;4;2018
Omsk State Institute of Service;Russia;3;2018
Belarusian Trade-Economic University of Consumer Cooperation;Belarus;3;2018
Samara Academy of State and Municipal Management;Russia;0;2018
Svay Rieng University;Cambodia;3;2018
Conception Seminary College;United States;1;2018
Krasnoyarsk State Institute of Art;Russia;10;2018
Hekinan Technical High School;Japan;1;2018
Wyższa Szkoła Pedagogiczna w Łodzi;Poland;2;2018
Belarusian State University of Physical Culture;Belarus;4;2018
Tateyama Elementary School;Japan;0;2018
Universidad Anahuac Oaxaca;Mexico;4;2018
Istanbul Foundation for Research and Education;Türkiye;3;2018
Cooperative Clinical Drug Research and Development;Germany;6;2018
Zhezkazgan Baikonurov University;Kazakhstan;3;2018
Sha'arei Mishpat College;Israel;4;2018
Universidad Politécnica de El Salvador;El Salvador;4;2018
Catholic University of West Africa;Benin;4;2018
University of Applied Management;Ghana;4;2018
Lakeland College;Canada;6;2018
Ecole Centrale Casablanca;Morocco;8;2018
Escola Superior de Saúde Atlântica;Portugal;4;2018
University of Belgrade - Faculty of Transport and Traffic Engineering;Serbia;5;2018
Design Academy Eindhoven;The Netherlands;3;2018
Lower Columbia College;United States;1;2018
Howard Payne University;United States;4;2018
Rio Hondo College;United States;3;2018
Neumont University;United States;1;2018
Kyushu Otani Junior College;Japan;2;2018
San Francisco University High School;United States;4;2018
Waubonsee Community College;United States;4;2018
Yamawaki Gakuen Junior College;Japan;0;2018
Norco College;United States;3;2018
Midland University;United States;0;2018
Providence University College and Theological Seminary;Canada;1;2018
Kent State University Geauga;United States;6;2018
Universidad Cristiana de las Asambleas de Dios;El Salvador;3;2018
Scholar Rock (United States);United States;4;2018
Mokpo Science University;South Korea;7;2018
Shawnee Mission Northwest High School;United States;0;2018
City Vision University;United States;2;2018
Institute for Culture and Ecology;United States;2;2018
Abrar University;Somalia;4;2018
Association of Canadian College and University Teachers of English;Canada;37;2018
Hogeschool de Kempel;The Netherlands;4;2018
The Institute of History of The Academy of Sciences of The Republic of Uzbekistan;Uzbekistan;5;2018
Uganda Institute of Information & Communications Technology;Uganda;6;2018
Yonezawa Chuo Senior High School;Japan;12;2018
Capitol University;Philippines;1;2018
Gallaecia Higher School;Portugal;8;2018
IBS Center for Climate Physics;South Korea;1;2018
Instituto Superior Tecnológico Bolivariano de Tecnología;Ecuador;5;2018
Presbyterian College of Education;Ghana;4;2018
Brain Tech Laboratory;France;5;2018
University of Belgrade – Faculty of Veterinary Medicine;Serbia;17;2018
Universidad Tecnologica de la Huasteca Hidalguense;Mexico;1;2018
Universidad Politécnica de la Zona Metropolitana de Guadalajara;Mexico;2;2018
American Association of School Administrators;United States;1;2018
South Georgia State College;United States;2;2018
Boston Architectural College;United States;3;2018
Patten University;United States;6;2018
Showagakuin Junior College;Japan;1;2018
Multnomah University;United States;2;2018
British College of Osteopathic Medicine;United Kingdom;1;2018
Good Shepherd College;New Zealand;2;2018
Southern Wesleyan University;United States;1;2018
Seika Women's Junior College;Japan;1;2018
Ez-Zitouna University;Tunisia;1;2018
Central Women's University;Bangladesh;10;2018
Avans+;The Netherlands;7;2018
University College of Tourism and Ecology;Poland;6;2018
Institut Supérieur Pédagogique de Bukavu;DR Congo;1;2018
City University;Lebanon;5;2018
National School Boards Association;United States;2;2018
Wade College;United States;4;2018
National Academy of Dance;Italy;0;2018
Razavi University of Islamic Sciences;Iran;1;2018
Universidad Metropolitana de Asunción;Paraguay;5;2018
Escuela Superior de Artes de Yucatán;Mexico;3;2018
École Supérieure Algérienne des Affaires;Algeria;8;2018
Bethany College - Kansas;United States;1;2018
Astrakhan Institute of Civil Engineering;Russia;5;2018
Okayama City Ishii Elementary School;Japan;5;2018
Academy of Innovation Management;Russia;2;2018
Instituto Superior Politecnico de Tete;Mozambique;2;2018
Baguio Central University;Philippines;1;2018
Ibaraki Womens Junior College;Japan;3;2018
University of Science and Technology, Sanaa;Yemen;2;2018
Escuela de Posgrado Newman;Peru;8;2018
Université de Ouahigouya;Burkina Faso;2;2018
Kookje College;South Korea;4;2018
Polytech Nice Sophia;France;14;2018
Trinity Theological College;Singapore;3;2018
College of Menominee Nation;United States;2;2018
Hannibal–LaGrange University;United States;0;2018
Lees McRae College;United States;1;2018
Thomas Aquinas College;United States;1;2018
Stanbridge University;United States;2;2018
Concordia Theological Seminary;United States;8;2018
South Tyneside College;United Kingdom;2;2018
American Academy of Acupuncture and Oriental Medicine;United States;3;2018
Reformed Theological College;Australia;0;2018
Accademia di Belle Arti di Bologna;Italy;6;2018
Craven College;United Kingdom;1;2018
Enverga University;Philippines;1;2018
Bulacan Agricultural State College;Philippines;4;2018
University of Pereslavl;Russia;2;2018
Yadanabon University;Myanmar;5;2018
Bac Ha International University;Vietnam;0;2018
Institut Franco-Chinois de l'Energie Nucléaire;China;4;2018
North Carolina Public Schools;United States;1;2018
Hogeschool iPabo;The Netherlands;6;2018
Technopolis;Belgium;3;2018
St. Mary's University;Ethiopia;5;2018
SRH Hochschule der Populären Künste;Germany;5;2018
International Maritime University of Panama;Panama;3;2018
Light University of Bujumbur;Burundi;1;2018
École Supérieure des Arts Saint-Luc de Liège;Belgium;5;2018
BlueCrest University College;Ghana;3;2018
Lake Forest Academy;United States;0;2018
Szkoła Wyższa im. Bogdana Jańskiego;Poland;1;2018
Al-Mustafa Open University;Iran;13;2018
Driestar Christian University;The Netherlands;17;2018
Institute of International Business Education;Russia;3;2018
Instituto Tecnológico Superior Progreso;Mexico;8;2018
El Colegio de Morelos;Mexico;1;2018
Kibi Presbyterian College of Education;Ghana;2;2018
Cleveland Institute of Music;United States;2;2018
Lone Star College–North Harris;United States;2;2018
Alberta College of Art + Design;Canada;3;2018
College of St. Joseph;United States;2;2018
Rudolf Steiner University College;Norway;0;2018
North Iowa Area Community College;United States;3;2018
Porterville College;United States;1;2018
University of Georgia Press;United States;2;2018
Accademia di Belle Arti di Roma;Italy;3;2018
Lord Fairfax Community College;United States;1;2018
Odawara Women's Junior College;Japan;4;2018
Adventist University of Central Africa;Rwanda;2;2018
Aitchison College;Pakistan;5;2018
Vistula School of Hospitality;Poland;8;2018
Jefferson Community College;United States;1;2018
Tennessee College of Applied Technology - Shelbyville;United States;0;2018
Universidad de San Jose;Costa Rica;1;2018
University of Science and Technology of Ivory Coast;Ivory Coast;2;2018
Centro de Diseño, Arquitectura y Construcción;Honduras;5;2018
Hochschule für Musik Karlsruhe;Germany;0;2018
New York College of Traditional Chinese Medicine;United States;4;2018
Université Centrale de Tunis;Tunisia;3;2018
Instituto Superior Cristão;Mozambique;4;2018
Hartford Public Schools;United States;0;2018
Escuela Argentina de Negocios;Argentina;4;2018
Mangalam Research Center for Buddhist Languages;United States;1;2018
East Africa University;Somalia;2;2018
Fundación Universitaria San Alfonso;Colombia;12;2018
Karel Englis College;Czechia;2;2018
Bryant & Stratton College;United States;5;2018
Hirosaki University of Health and Welfare;Japan;3;2018
Tamil Nadu Horticulture University;India;4;2018
Mindanao State University-Sulu;Philippines;0;2018
University of Technology of Azerbaijan;Azerbaijan;3;2018
St. John Bosco College of Education;Ghana;4;2018
St. Louis College of Education;Ghana;1;2018
SUNY Corning Community College;United States;4;2018
Southern Virginia University;United States;2;2018
Sendai Seiyo Gakuin College;Japan;1;2018
Okinawa Prefectural Museum;Japan;2;2018
Alpena Community College;United States;4;2018
Wytheville Community College;United States;1;2018
Aomori Chuo Junior College;Japan;0;2018
Norwegian Nobel Institute;Norway;0;2018
Shimer College;United States;0;2018
Luzerne County Community College;United States;0;2018
Obihiro Otani Junior College;Japan;0;2018
Taunggyi University;Myanmar;1;2018
Lumbini Buddhist University;Nepal;1;2018
University of Batangas;Philippines;4;2018
Ajmal College of Arts and Science;India;13;2018
Fundación Universitaria Bellas Artes;Colombia;8;2018
Auburn City Schools;United States;3;2018
Collège de Rosemont;Canada;4;2018
Vaganova Ballet Academy;Russia;1;2018
Universidad Católica del Cibao;Dominican Republic;2;2018
The Jerusalem Academy of Music and Dance;Israel;0;2018
Institut für Berufliche Bildung;Germany;3;2018
Lake–Sumter State College;United States;1;2018
Institute of Hospitality Management in Prague;Czechia;4;2018
Universidad Latina de México;Mexico;2;2018
China Business Executives Academy;China;6;2018
BAU International University;United States;2;2018
Academy of Public Administration under the President of the Kyrgyz Republic;Kyrgyzstan;1;2018
Collingswood Public Schools;United States;0;2018
Baba Guru Nanak University;Pakistan;1;2018
Académie des Beaux-Arts;DR Congo;1;2018
North Pacific International University of Bangladesh;Bangladesh;3;2018
Faculdade do Futuro;Brazil;3;2018
Instituto Tecnológico Superior de Lerdo;Mexico;5;2018
Adeyemi Federal University of Education, Ondo, Nigeria;Nigeria;2;2018
Colorado Heights University;United States;0;2018
Contra Costa College;United States;0;2018
Kalamazoo Valley Community College;United States;0;2018
Santa Fe University of Art and Design;United States;0;2018
Presbyterian University of East Africa;Kenya;5;2018
Taisei Gakuin University;Japan;2;2018
Craven Community College;United States;4;2018
Baltimore City Community College;United States;2;2018
Worcester Public Schools;United States;1;2018
Koran Women's Junior College;Japan;0;2018
Turkmen State Medical University;Turkmenistan;0;2018
Keiwa College;Japan;1;2018
Universidad de Sonsonate;El Salvador;3;2018
South Metropolitan Technical and Further Education;Australia;1;2018
Academy of Business and Health Sciences in Lodz;Poland;7;2018
Colegio Metodista de Costa Rica;Costa Rica;3;2018
Uzima University College;Kenya;2;2018
St. Catherine University;Japan;1;2018
Radom Academy of Economics;Poland;3;2018
International Medical And Welfare College;Japan;4;2018
Instituto Tolimense de Formación Técnica Profesional;Colombia;3;2018
Agrarian State University of Northern Zauralye;Russia;14;2018
zyBooks;United States;4;2018
Institute of Legal Economics;Russia;4;2018
Apor Vilmos Katolikus Főiskola;Hungary;0;2018
Red Cloud Indian School;United States;2;2018
Escuela de Administración y Mercadotecnia del Quindío;Colombia;0;2018
National Circus School;Canada;1;2018
Henry Viscardi School;United States;1;2018
Wyższa Szkoła Promocji w Warszawie;Poland;5;2018
Clear Creek Baptist Bible College;United States;2;2018
University College of Norwegian Correctional Service;Norway;5;2018
University of Technology Nuremberg;Germany;0;2018
Centro Superior de Ensino e Pesquisa de Machado;Brazil;3;2018
University of Belgrade - Faculty of Special Education and Rehabilitation;Serbia;1;2018
Career Education Corporation;United States;5;2018
University of Advancing Technology;United States;1;2018
Darton State College;United States;0;2018
Redcliffe College;United Kingdom;1;2018
Boston Conservatory;United States;4;2018
Fond du Lac Tribal and Community College;United States;5;2018
Suzuka Junior College;Japan;3;2018
Sakura no Seibo Junior College;Japan;1;2018
Thanlyin Technological University;Myanmar;23;2018
Northpoint Bible College;United States;0;2018
Kingswood University;Canada;1;2018
Collège de Bois-de-Boulogne;Canada;3;2018
Bangladesh Islami University;Bangladesh;2;2018
Yamazaki University of Animal Health Technology;Japan;11;2018
Myanmar Institute of Theology;Myanmar;2;2018
Kentucky Christian University;United States;2;2018
Universidad Metropolitana de Monterrey;Mexico;5;2018
Tohoku Bunkyo University;Japan;4;2018
Institute of Molecular Sciences and Bioinformatics;Pakistan;8;2018
École Nationale Supérieure d'Art et de Design de Nancy;France;2;2018
University of Science and Technology of Togo;Togo;13;2018
Takarazuka University of Arts & Crafts;Japan;0;2018
University Institute of European Studies;Italy;3;2018
Wyższa Szkoła Ekonomii i Administracji w Bytomiu;Poland;1;2018
Pikes Peak Community College;United States;1;2018
Universitas Sariputra Indonesia Tomohon;Indonesia;2;2018
Nakhimov Naval Academy;Ukraine;0;2018
American University of Phnom Penh;Cambodia;4;2018
Universidad de Sta. Isabel;Philippines;5;2018
Lithuania Business University of Applied Science;Lithuania;2;2018
Polytechnic Pula;Croatia;9;2018
Ecole Supérieure en Génie Electrique et Energétique d'Oran;Algeria;3;2018
School of Management Fribourg;Switzerland;3;2018
G. Venkataswamy Naidu College;India;1;2018
Akatsi College of Education;Ghana;4;2018
Edison Community College;United States;1;2018
Spokane Falls Community College;United States;0;2018
Red Rocks Community College;United States;5;2018
Lake Region State College;United States;0;2018
Evergreen Valley College;United States;6;2018
Grays Harbor College;United States;0;2018
Pacific Northwest College of Art;United States;8;2018
American School of Warsaw;Poland;3;2018
Universidad Tecnológica de Honduras;Honduras;2;2018
Okinawa Prefectural University of Arts;Japan;6;2018
Saku University;Japan;4;2018
Collège St-Michel;Switzerland;1;2018
University of Television and Film Munich;Germany;0;2018
Budapesti Fazekas Mihály Gyakorló Általános Iskola és Gimnázium;Hungary;3;2018
Federal State Budget Scientific Institution Institute of Applied Mathematics and Automation;Russia;5;2018
The Restaurant School at Walnut Hill College;United States;1;2018
Kainun Institutti;Norway;1;2018
Akrofi-Christaller Institute of Theology, Mission and Culture;Ghana;2;2018
Syktyvkar Forest Institute;Russia;4;2018
Minsk Institute of Management;Belarus;5;2018
Białystok School of Public Administration;Poland;0;2018
Academy for Scientific Investigative Training;United States;2;2018
Base Training;Greece;9;2018
Instituto Latinoamericano de Computación;Nicaragua;1;2018
Natural Science and Technical Academy Isny;Germany;0;2018
High Institute For Computers and Management Information Systems;Egypt;4;2018
Hochschule der Deutschen Bundesbank;Germany;0;2018
Institut de Biosciences et biotechnologies d'Aix-Marseille;France;1;2018
HEMU - Haute École de Musique;Switzerland;5;2018
Instituto Tecnológico Superior de Perote;Mexico;6;2018
Houston Graduate School of Theology;United States;1;2018
Blue Ridge Community College;United States;0;2018
Prairie State College;United States;0;2018
Kanawha County Schools;United States;0;2018
American Academy of Cosmetic Dentistry;United States;1;2018
University of the Southwest;United States;2;2018
California Coast University;United States;3;2018
Lake Michigan College;United States;2;2018
Estrella Mountain Community College;United States;0;2018
New Brunswick Community College;Canada;1;2018
Morris College;United States;2;2018
Université de Hearst;Canada;3;2018
Kundong University;South Korea;2;2018
Wakayama Shin-Ai Women's Junior College;Japan;2;2018
Coast Mountain College;Canada;1;2018
École Supérieure d'Art et Design de Saint-Étienne;France;2;2018
Tatar American Regional Institute;Russia;5;2018
Long Beach Unified School District;United States;0;2018
Orlov State University;Russia;4;2018
Arab Academy for Management, Banking and Financial Sciences;Egypt;1;2018
International Academy Mohammed VI of Civil Aviation;Morocco;2;2018
Grayson College;United States;1;2018
University of Music Würzburg;Germany;2;2018
Instituut voor de Nederlandse Taal;The Netherlands;0;2018
Kongo University;DR Congo;2;2018
Universidad Laboral de Córdoba;Spain;2;2018
International College for Postgraduate Buddhist Studies;Japan;1;2018
University of Mbandaka;DR Congo;1;2018
Romanian University of Sciences and Arts "Gheorghe Cristea";Romania;0;2018
Sardar Patel University of Police, Security and Criminal Justice, Jodhpur;India;3;2018
Centro Universitário Estácio de Santa Catarina;Brazil;10;2018
Collegium Polonicum;Germany;3;2018
St. Clair County Community College;United States;1;2018
Committee on Institutional Cooperation;United States;4;2018
Ohio Christian University;United States;0;2018
North Central Michigan College;United States;1;2018
César Ritz Colleges;Switzerland;4;2018
Dresden Academy of Fine Arts;Germany;1;2018
Union Theological College;United Kingdom;0;2018
Rockingham Community College;United States;1;2018
Full Sail University;United States;1;2018
Cayuga Community College;United States;1;2018
Mercy College of Ohio;United States;3;2018
Marion Technical College;United States;3;2018
Georgia Piedmont Technical College;United States;0;2018
Saitama Women's Junior College;Japan;1;2018
Utsunomiya Kyowa University;Japan;5;2018
Aikoku Gakuen University;Japan;5;2018
College of Communications and Management in Poznan;Poland;0;2018
Moscow International Higher Business School;Russia;1;2018
Wyższa Szkoła Planowania Strategicznego;Poland;4;2018
Fujiidera Technical High School;Japan;3;2018
Mississippi School for Mathematics and Science;United States;0;2018
Kuzbass State Pedagogical Academy;Russia;0;2018
CDA College;Cyprus;2;2018
International University of Struga;North Macedonia;5;2018
Akita University of Nursing and Welfare;Japan;1;2018
Institute for Educational Development and Training;Russia;2;2018
DSMS Group of Institutions;India;1;2018
Brno International Business School;Czechia;0;2018
Webb School of Knoxville;United States;3;2018
Pädagogische Hochschule Viktor Frankl Hochschule;Austria;2;2018
Universidad de la Marina Mercante;Argentina;2;2018
Pike High School;United States;7;2018
Pädagogische Hochschule Schaffhausen;Switzerland;0;2018
Labouré College;United States;2;2018
Ola Grimsby Institute;United States;0;2018
Schweizer Hochschule für Logopädie Rorschach;Switzerland;1;2018
Wyższa Szkoła Zarządzania Środowiskiem w Tucholi;Poland;1;2018
Saint Patrick's Seminary and University;United States;0;2018
Franciscan School of Theology;United States;0;2018
Fuzhou Melbourne Polytechnic;China;4;2018
Hokkaido Musashi Women's Junior College;Japan;0;2018
